Date,Currency,Exchange,Sql Date Format
28-05-2019,AUD,1.4441,28-05-2019
28-05-2019,EUR,0.8935,28-05-2019
28-05-2019,GBP,0.7896,28-05-2019
29-05-2019,USD,1,29-05-2019
29-05-2019,CAD,1.3504,29-05-2019
29-05-2019,AUD,1.4446,29-05-2019
29-05-2019,EUR,0.8964,29-05-2019
29-05-2019,GBP,0.7908,29-05-2019
30-05-2019,USD,1,30-05-2019
30-05-2019,CAD,1.3498,30-05-2019
30-05-2019,AUD,1.4458,30-05-2019
30-05-2019,EUR,0.8981,30-05-2019
30-05-2019,GBP,0.792,30-05-2019
31-05-2019,USD,1,31-05-2019
31-05-2019,CAD,1.3555,31-05-2019
31-05-2019,AUD,1.447,31-05-2019
31-05-2019,EUR,0.8968,31-05-2019
31-05-2019,GBP,0.7954,31-05-2019
06-01-2019,USD,1,06-01-2019
06-01-2019,CAD,1.3555,06-01-2019
06-01-2019,AUD,1.447,06-01-2019
06-01-2019,EUR,0.8968,06-01-2019
06-01-2019,GBP,0.7954,06-01-2019
06-02-2019,USD,1,06-02-2019
06-02-2019,CAD,1.3555,06-02-2019
06-02-2019,AUD,1.447,06-02-2019
06-02-2019,EUR,0.8968,06-02-2019
06-02-2019,GBP,0.7954,06-02-2019
06-03-2019,USD,1,06-03-2019
06-03-2019,CAD,1.3498,06-03-2019
06-03-2019,AUD,1.4374,06-03-2019
06-03-2019,EUR,0.8941,06-03-2019
06-03-2019,GBP,0.7923,06-03-2019
06-04-2019,USD,1,06-04-2019
06-04-2019,CAD,1.3439,06-04-2019
06-04-2019,AUD,1.4333,06-04-2019
06-04-2019,EUR,0.8894,06-04-2019
06-04-2019,GBP,0.7892,06-04-2019
06-05-2019,USD,1,06-05-2019
06-05-2019,CAD,1.3387,06-05-2019
06-05-2019,AUD,1.4315,06-05-2019
06-05-2019,EUR,0.8883,06-05-2019
06-05-2019,GBP,0.7873,06-05-2019
06-06-2019,USD,1,06-06-2019
06-06-2019,CAD,1.34,06-06-2019
06-06-2019,AUD,1.4319,06-06-2019
06-06-2019,EUR,0.8876,06-06-2019
06-06-2019,GBP,0.7861,06-06-2019
06-07-2019,USD,1,06-07-2019
06-07-2019,CAD,1.336,06-07-2019
06-07-2019,AUD,1.4347,06-07-2019
06-07-2019,EUR,0.8871,06-07-2019
06-07-2019,GBP,0.7866,06-07-2019
06-08-2019,USD,1,06-08-2019
06-08-2019,CAD,1.336,06-08-2019
06-08-2019,AUD,1.4347,06-08-2019
06-08-2019,EUR,0.8871,06-08-2019
06-08-2019,GBP,0.7866,06-08-2019
06-09-2019,USD,1,06-09-2019
06-09-2019,CAD,1.336,06-09-2019
06-09-2019,AUD,1.4347,06-09-2019
06-09-2019,EUR,0.8871,06-09-2019
06-09-2019,GBP,0.7866,06-09-2019
06-10-2019,USD,1,06-10-2019
06-10-2019,CAD,1.3277,06-10-2019
06-10-2019,AUD,1.4366,06-10-2019
06-10-2019,EUR,0.8849,06-10-2019
06-10-2019,GBP,0.7897,06-10-2019
06-11-2019,USD,1,06-11-2019
06-11-2019,CAD,1.3253,06-11-2019
06-11-2019,AUD,1.4375,06-11-2019
06-11-2019,EUR,0.8834,06-11-2019
06-11-2019,GBP,0.787,06-11-2019
06-12-2019,USD,1,06-12-2019
06-12-2019,CAD,1.3299,06-12-2019
06-12-2019,AUD,1.4388,06-12-2019
06-12-2019,EUR,0.8832,06-12-2019
06-12-2019,GBP,0.7843,06-12-2019
13-06-2019,USD,1,13-06-2019
13-06-2019,CAD,1.3306,13-06-2019
13-06-2019,AUD,1.4471,13-06-2019
13-06-2019,EUR,0.8858,13-06-2019
13-06-2019,GBP,0.7879,13-06-2019
14-06-2019,USD,1,14-06-2019
14-06-2019,CAD,1.3332,14-06-2019
14-06-2019,AUD,1.4491,14-06-2019
14-06-2019,EUR,0.8877,14-06-2019
14-06-2019,GBP,0.7909,14-06-2019
15-06-2019,USD,1,15-06-2019
15-06-2019,CAD,1.3332,15-06-2019
15-06-2019,AUD,1.4491,15-06-2019
15-06-2019,EUR,0.8877,15-06-2019
15-06-2019,GBP,0.7909,15-06-2019
16-06-2019,USD,1,16-06-2019
16-06-2019,CAD,1.3332,16-06-2019
16-06-2019,AUD,1.4491,16-06-2019
16-06-2019,EUR,0.8877,16-06-2019
16-06-2019,GBP,0.7909,16-06-2019
17-06-2019,USD,1,17-06-2019
17-06-2019,CAD,1.3414,17-06-2019
17-06-2019,AUD,1.4558,17-06-2019
17-06-2019,EUR,0.8902,17-06-2019
17-06-2019,GBP,0.7941,17-06-2019
18-06-2019,USD,1,18-06-2019
18-06-2019,CAD,1.3423,18-06-2019
18-06-2019,AUD,1.4614,18-06-2019
18-06-2019,EUR,0.8939,18-06-2019
18-06-2019,GBP,0.7992,18-06-2019
19-06-2019,USD,1,19-06-2019
19-06-2019,CAD,1.3376,19-06-2019
19-06-2019,AUD,1.4547,19-06-2019
19-06-2019,EUR,0.8923,19-06-2019
19-06-2019,GBP,0.7943,19-06-2019
20-06-2019,USD,1,20-06-2019
20-06-2019,CAD,1.3165,20-06-2019
20-06-2019,AUD,1.4436,20-06-2019
20-06-2019,EUR,0.8844,20-06-2019
20-06-2019,GBP,0.7885,20-06-2019
21-06-2019,USD,1,21-06-2019
21-06-2019,CAD,1.3192,21-06-2019
21-06-2019,AUD,1.448,21-06-2019
21-06-2019,EUR,0.8837,21-06-2019
21-06-2019,GBP,0.7903,21-06-2019
22-06-2019,USD,1,22-06-2019
22-06-2019,CAD,1.3192,22-06-2019
22-06-2019,AUD,1.448,22-06-2019
22-06-2019,EUR,0.8837,22-06-2019
22-06-2019,GBP,0.7903,22-06-2019
23-06-2019,USD,1,23-06-2019
23-06-2019,CAD,1.3192,23-06-2019
23-06-2019,AUD,1.448,23-06-2019
23-06-2019,EUR,0.8837,23-06-2019
23-06-2019,GBP,0.7903,23-06-2019
24-06-2019,USD,1,24-06-2019
24-06-2019,CAD,1.3191,24-06-2019
24-06-2019,AUD,1.438,24-06-2019
24-06-2019,EUR,0.8777,24-06-2019
24-06-2019,GBP,0.7843,24-06-2019
25-06-2019,USD,1,25-06-2019
25-06-2019,CAD,1.3173,25-06-2019
25-06-2019,AUD,1.4349,25-06-2019
25-06-2019,EUR,0.8781,25-06-2019
25-06-2019,GBP,0.7858,25-06-2019
26-06-2019,USD,1,26-06-2019
26-06-2019,CAD,1.3155,26-06-2019
26-06-2019,AUD,1.4326,26-06-2019
26-06-2019,EUR,0.8801,26-06-2019
26-06-2019,GBP,0.7886,26-06-2019
27-06-2019,USD,1,27-06-2019
27-06-2019,CAD,1.3129,27-06-2019
27-06-2019,AUD,1.4293,27-06-2019
27-06-2019,EUR,0.8795,27-06-2019
27-06-2019,GBP,0.7865,27-06-2019
28-06-2019,USD,1,28-06-2019
28-06-2019,CAD,1.3087,28-06-2019
28-06-2019,AUD,1.4274,28-06-2019
28-06-2019,EUR,0.8787,28-06-2019
28-06-2019,GBP,0.7878,28-06-2019
29-06-2019,USD,1,29-06-2019
29-06-2019,CAD,1.3087,29-06-2019
29-06-2019,AUD,1.4274,29-06-2019
29-06-2019,EUR,0.8787,29-06-2019
29-06-2019,GBP,0.7878,29-06-2019
30-06-2019,USD,1,30-06-2019
30-06-2019,CAD,1.3087,30-06-2019
30-06-2019,AUD,1.4274,30-06-2019
30-06-2019,EUR,0.8787,30-06-2019
30-06-2019,GBP,0.7878,30-06-2019
07-01-2019,USD,1,07-01-2019
07-01-2019,CAD,1.3099,07-01-2019
07-01-2019,AUD,1.4297,07-01-2019
07-01-2019,EUR,0.8811,07-01-2019
07-01-2019,GBP,0.7905,07-01-2019
07-02-2019,USD,1,07-02-2019
07-02-2019,CAD,1.3113,07-02-2019
07-02-2019,AUD,1.4295,07-02-2019
07-02-2019,EUR,0.8849,07-02-2019
07-02-2019,GBP,0.7915,07-02-2019
07-03-2019,USD,1,07-03-2019
07-03-2019,CAD,1.31,07-03-2019
07-03-2019,AUD,1.425,07-03-2019
07-03-2019,EUR,0.8855,07-03-2019
07-03-2019,GBP,0.7947,07-03-2019
07-04-2019,USD,1,07-04-2019
07-04-2019,CAD,1.3066,07-04-2019
07-04-2019,AUD,1.4242,07-04-2019
07-04-2019,EUR,0.8859,07-04-2019
07-04-2019,GBP,0.7949,07-04-2019
07-05-2019,USD,1,07-05-2019
07-05-2019,CAD,1.3066,07-05-2019
07-05-2019,AUD,1.426,07-05-2019
07-05-2019,EUR,0.8881,07-05-2019
07-05-2019,GBP,0.7967,07-05-2019
07-06-2019,USD,1,07-06-2019
07-06-2019,CAD,1.3066,07-06-2019
07-06-2019,AUD,1.426,07-06-2019
07-06-2019,EUR,0.8881,07-06-2019
07-06-2019,GBP,0.7967,07-06-2019
07-07-2019,USD,1,07-07-2019
07-07-2019,CAD,1.3066,07-07-2019
07-07-2019,AUD,1.426,07-07-2019
07-07-2019,EUR,0.8881,07-07-2019
07-07-2019,GBP,0.7967,07-07-2019
07-08-2019,USD,1,07-08-2019
07-08-2019,CAD,1.3056,07-08-2019
07-08-2019,AUD,1.4318,07-08-2019
07-08-2019,EUR,0.8917,07-08-2019
07-08-2019,GBP,0.7992,07-08-2019
07-09-2019,USD,1,07-09-2019
07-09-2019,CAD,1.3124,07-09-2019
07-09-2019,AUD,1.4426,07-09-2019
07-09-2019,EUR,0.8925,07-09-2019
07-09-2019,GBP,0.803,07-09-2019
07-10-2019,USD,1,07-10-2019
07-10-2019,CAD,1.3113,07-10-2019
07-10-2019,AUD,1.4447,07-10-2019
07-10-2019,EUR,0.8913,07-10-2019
07-10-2019,GBP,0.8015,07-10-2019
07-11-2019,USD,1,07-11-2019
07-11-2019,CAD,1.3057,07-11-2019
07-11-2019,AUD,1.4315,07-11-2019
07-11-2019,EUR,0.8861,07-11-2019
07-11-2019,GBP,0.7957,07-11-2019
07-12-2019,USD,1,07-12-2019
07-12-2019,CAD,1.3034,07-12-2019
07-12-2019,AUD,1.4309,07-12-2019
07-12-2019,EUR,0.8887,07-12-2019
07-12-2019,GBP,0.7979,07-12-2019
13-07-2019,USD,1,13-07-2019
13-07-2019,CAD,1.3034,13-07-2019
13-07-2019,AUD,1.4309,13-07-2019
13-07-2019,EUR,0.8887,13-07-2019
13-07-2019,GBP,0.7979,13-07-2019
14-07-2019,USD,1,14-07-2019
14-07-2019,CAD,1.3034,14-07-2019
14-07-2019,AUD,1.4309,14-07-2019
14-07-2019,EUR,0.8887,14-07-2019
14-07-2019,GBP,0.7979,14-07-2019
15-07-2019,USD,1,15-07-2019
15-07-2019,CAD,1.303,15-07-2019
15-07-2019,AUD,1.4219,15-07-2019
15-07-2019,EUR,0.8874,15-07-2019
15-07-2019,GBP,0.7975,15-07-2019
16-07-2019,USD,1,16-07-2019
16-07-2019,CAD,1.3047,16-07-2019
16-07-2019,AUD,1.4216,16-07-2019
16-07-2019,EUR,0.891,16-07-2019
16-07-2019,GBP,0.8042,16-07-2019
17-07-2019,USD,1,17-07-2019
17-07-2019,CAD,1.3066,17-07-2019
17-07-2019,AUD,1.4275,17-07-2019
17-07-2019,EUR,0.8917,17-07-2019
17-07-2019,GBP,0.8055,17-07-2019
18-07-2019,USD,1,18-07-2019
18-07-2019,CAD,1.3062,18-07-2019
18-07-2019,AUD,1.4215,18-07-2019
18-07-2019,EUR,0.8916,18-07-2019
18-07-2019,GBP,0.8011,18-07-2019
19-07-2019,USD,1,19-07-2019
19-07-2019,CAD,1.3055,19-07-2019
19-07-2019,AUD,1.4175,19-07-2019
19-07-2019,EUR,0.8908,19-07-2019
19-07-2019,GBP,0.7985,19-07-2019
20-07-2019,USD,1,20-07-2019
20-07-2019,CAD,1.3055,20-07-2019
20-07-2019,AUD,1.4175,20-07-2019
20-07-2019,EUR,0.8908,20-07-2019
20-07-2019,GBP,0.7985,20-07-2019
21-07-2019,USD,1,21-07-2019
21-07-2019,CAD,1.3055,21-07-2019
21-07-2019,AUD,1.4175,21-07-2019
21-07-2019,EUR,0.8908,21-07-2019
21-07-2019,GBP,0.7985,21-07-2019
22-07-2019,USD,1,22-07-2019
22-07-2019,CAD,1.3076,22-07-2019
22-07-2019,AUD,1.4188,22-07-2019
22-07-2019,EUR,0.8917,22-07-2019
22-07-2019,GBP,0.8022,22-07-2019
23-07-2019,USD,1,23-07-2019
23-07-2019,CAD,1.3149,23-07-2019
23-07-2019,AUD,1.4229,23-07-2019
23-07-2019,EUR,0.895,23-07-2019
23-07-2019,GBP,0.804,23-07-2019
24-07-2019,USD,1,24-07-2019
24-07-2019,CAD,1.313,24-07-2019
24-07-2019,AUD,1.4327,24-07-2019
24-07-2019,EUR,0.8977,24-07-2019
24-07-2019,GBP,0.8002,24-07-2019
25-07-2019,USD,1,25-07-2019
25-07-2019,CAD,1.3127,25-07-2019
25-07-2019,AUD,1.4344,25-07-2019
25-07-2019,EUR,0.8997,25-07-2019
25-07-2019,GBP,0.8004,25-07-2019
26-07-2019,USD,1,26-07-2019
26-07-2019,CAD,1.318,26-07-2019
26-07-2019,AUD,1.4439,26-07-2019
26-07-2019,EUR,0.8978,26-07-2019
26-07-2019,GBP,0.8047,26-07-2019
27-07-2019,USD,1,27-07-2019
27-07-2019,CAD,1.318,27-07-2019
27-07-2019,AUD,1.4439,27-07-2019
27-07-2019,EUR,0.8978,27-07-2019
27-07-2019,GBP,0.8047,27-07-2019
28-07-2019,USD,1,28-07-2019
28-07-2019,CAD,1.318,28-07-2019
28-07-2019,AUD,1.4439,28-07-2019
28-07-2019,EUR,0.8978,28-07-2019
28-07-2019,GBP,0.8047,28-07-2019
29-07-2019,USD,1,29-07-2019
29-07-2019,CAD,1.3171,29-07-2019
29-07-2019,AUD,1.4489,29-07-2019
29-07-2019,EUR,0.8994,29-07-2019
29-07-2019,GBP,0.8134,29-07-2019
30-07-2019,USD,1,30-07-2019
30-07-2019,CAD,1.3171,30-07-2019
30-07-2019,AUD,1.4514,30-07-2019
30-07-2019,EUR,0.8965,30-07-2019
30-07-2019,GBP,0.8217,30-07-2019
31-07-2019,USD,1,31-07-2019
31-07-2019,CAD,1.3149,31-07-2019
31-07-2019,AUD,1.4505,31-07-2019
31-07-2019,EUR,0.8968,31-07-2019
31-07-2019,GBP,0.8217,31-07-2019
08-01-2019,USD,1,08-01-2019
08-01-2019,CAD,1.323,08-01-2019
08-01-2019,AUD,1.4619,08-01-2019
08-01-2019,EUR,0.906,08-01-2019
08-01-2019,GBP,0.8259,08-01-2019
08-02-2019,USD,1,08-02-2019
08-02-2019,CAD,1.3234,08-02-2019
08-02-2019,AUD,1.4735,08-02-2019
08-02-2019,EUR,0.9004,08-02-2019
08-02-2019,GBP,0.8239,08-02-2019
08-03-2019,USD,1,08-03-2019
08-03-2019,CAD,1.3234,08-03-2019
08-03-2019,AUD,1.4735,08-03-2019
08-03-2019,EUR,0.9004,08-03-2019
08-03-2019,GBP,0.8239,08-03-2019
08-04-2019,USD,1,08-04-2019
08-04-2019,CAD,1.3234,08-04-2019
08-04-2019,AUD,1.4735,08-04-2019
08-04-2019,EUR,0.9004,08-04-2019
08-04-2019,GBP,0.8239,08-04-2019
08-05-2019,USD,1,08-05-2019
08-05-2019,CAD,1.3213,08-05-2019
08-05-2019,AUD,1.4774,08-05-2019
08-05-2019,EUR,0.8943,08-05-2019
08-05-2019,GBP,0.8217,08-05-2019
08-06-2019,USD,1,08-06-2019
08-06-2019,CAD,1.3216,08-06-2019
08-06-2019,AUD,1.472,08-06-2019
08-06-2019,EUR,0.8939,08-06-2019
08-06-2019,GBP,0.8209,08-06-2019
08-07-2019,USD,1,08-07-2019
08-07-2019,CAD,1.3319,08-07-2019
08-07-2019,AUD,1.4844,08-07-2019
08-07-2019,EUR,0.8927,08-07-2019
08-07-2019,GBP,0.8244,08-07-2019
08-08-2019,USD,1,08-08-2019
08-08-2019,CAD,1.3289,08-08-2019
08-08-2019,AUD,1.4726,08-08-2019
08-08-2019,EUR,0.8934,08-08-2019
08-08-2019,GBP,0.823,08-08-2019
08-09-2019,USD,1,08-09-2019
08-09-2019,CAD,1.3213,08-09-2019
08-09-2019,AUD,1.4692,08-09-2019
08-09-2019,EUR,0.893,08-09-2019
08-09-2019,GBP,0.8289,08-09-2019
08-10-2019,USD,1,08-10-2019
08-10-2019,CAD,1.3213,08-10-2019
08-10-2019,AUD,1.4692,08-10-2019
08-10-2019,EUR,0.893,08-10-2019
08-10-2019,GBP,0.8289,08-10-2019
08-11-2019,USD,1,08-11-2019
08-11-2019,CAD,1.3213,08-11-2019
08-11-2019,AUD,1.4692,08-11-2019
08-11-2019,EUR,0.893,08-11-2019
08-11-2019,GBP,0.8289,08-11-2019
08-12-2019,USD,1,08-12-2019
08-12-2019,CAD,1.3228,08-12-2019
08-12-2019,AUD,1.482,08-12-2019
08-12-2019,EUR,0.8933,08-12-2019
08-12-2019,GBP,0.8274,08-12-2019
13-08-2019,USD,1,13-08-2019
13-08-2019,CAD,1.3268,13-08-2019
13-08-2019,AUD,1.4783,13-08-2019
13-08-2019,EUR,0.8911,13-08-2019
13-08-2019,GBP,0.8272,13-08-2019
14-08-2019,USD,1,14-08-2019
14-08-2019,CAD,1.3293,14-08-2019
14-08-2019,AUD,1.4819,14-08-2019
14-08-2019,EUR,0.8938,14-08-2019
14-08-2019,GBP,0.8283,14-08-2019
15-08-2019,USD,1,15-08-2019
15-08-2019,CAD,1.331,15-08-2019
15-08-2019,AUD,1.4746,15-08-2019
15-08-2019,EUR,0.8969,15-08-2019
15-08-2019,GBP,0.8239,15-08-2019
16-08-2019,USD,1,16-08-2019
16-08-2019,CAD,1.3299,16-08-2019
16-08-2019,AUD,1.4735,16-08-2019
16-08-2019,EUR,0.9029,16-08-2019
16-08-2019,GBP,0.8219,16-08-2019
17-08-2019,USD,1,17-08-2019
17-08-2019,CAD,1.3299,17-08-2019
17-08-2019,AUD,1.4735,17-08-2019
17-08-2019,EUR,0.9029,17-08-2019
17-08-2019,GBP,0.8219,17-08-2019
18-08-2019,USD,1,18-08-2019
18-08-2019,CAD,1.3299,18-08-2019
18-08-2019,AUD,1.4735,18-08-2019
18-08-2019,EUR,0.9029,18-08-2019
18-08-2019,GBP,0.8219,18-08-2019
19-08-2019,USD,1,19-08-2019
19-08-2019,CAD,1.3266,19-08-2019
19-08-2019,AUD,1.4749,19-08-2019
19-08-2019,EUR,0.9007,19-08-2019
19-08-2019,GBP,0.8248,19-08-2019
20-08-2019,USD,1,20-08-2019
20-08-2019,CAD,1.3328,20-08-2019
20-08-2019,AUD,1.4759,20-08-2019
20-08-2019,EUR,0.9029,20-08-2019
20-08-2019,GBP,0.8272,20-08-2019
21-08-2019,USD,1,21-08-2019
21-08-2019,CAD,1.3293,21-08-2019
21-08-2019,AUD,1.4713,21-08-2019
21-08-2019,EUR,0.9006,21-08-2019
21-08-2019,GBP,0.8244,21-08-2019
22-08-2019,USD,1,22-08-2019
22-08-2019,CAD,1.3283,22-08-2019
22-08-2019,AUD,1.4779,22-08-2019
22-08-2019,EUR,0.9023,22-08-2019
22-08-2019,GBP,0.8224,22-08-2019
23-08-2019,USD,1,23-08-2019
23-08-2019,CAD,1.3322,23-08-2019
23-08-2019,AUD,1.4818,23-08-2019
23-08-2019,EUR,0.9038,23-08-2019
23-08-2019,GBP,0.8175,23-08-2019
24-08-2019,USD,1,24-08-2019
24-08-2019,CAD,1.3322,24-08-2019
24-08-2019,AUD,1.4818,24-08-2019
24-08-2019,EUR,0.9038,24-08-2019
24-08-2019,GBP,0.8175,24-08-2019
25-08-2019,USD,1,25-08-2019
25-08-2019,CAD,1.3322,25-08-2019
25-08-2019,AUD,1.4818,25-08-2019
25-08-2019,EUR,0.9038,25-08-2019
25-08-2019,GBP,0.8175,25-08-2019
26-08-2019,USD,1,26-08-2019
26-08-2019,CAD,1.3303,26-08-2019
26-08-2019,AUD,1.478,26-08-2019
26-08-2019,EUR,0.8996,26-08-2019
26-08-2019,GBP,0.8169,26-08-2019
27-08-2019,USD,1,27-08-2019
27-08-2019,CAD,1.3229,27-08-2019
27-08-2019,AUD,1.478,27-08-2019
27-08-2019,EUR,0.9006,27-08-2019
27-08-2019,GBP,0.8144,27-08-2019
28-08-2019,USD,1,28-08-2019
28-08-2019,CAD,1.3312,28-08-2019
28-08-2019,AUD,1.4825,28-08-2019
28-08-2019,EUR,0.9023,28-08-2019
28-08-2019,GBP,0.8195,28-08-2019
29-08-2019,USD,1,29-08-2019
29-08-2019,CAD,1.3276,29-08-2019
29-08-2019,AUD,1.4814,29-08-2019
29-08-2019,EUR,0.9032,29-08-2019
29-08-2019,GBP,0.8177,29-08-2019
30-08-2019,USD,1,30-08-2019
30-08-2019,CAD,1.3282,30-08-2019
30-08-2019,AUD,1.4859,30-08-2019
30-08-2019,EUR,0.9061,30-08-2019
30-08-2019,GBP,0.8206,30-08-2019
31-08-2019,USD,1,31-08-2019
31-08-2019,CAD,1.3282,31-08-2019
31-08-2019,AUD,1.4859,31-08-2019
31-08-2019,EUR,0.9061,31-08-2019
31-08-2019,GBP,0.8206,31-08-2019
09-01-2019,USD,1,09-01-2019
09-01-2019,CAD,1.3282,09-01-2019
09-01-2019,AUD,1.4859,09-01-2019
09-01-2019,EUR,0.9061,09-01-2019
09-01-2019,GBP,0.8206,09-01-2019
09-02-2019,USD,1,09-02-2019
09-02-2019,CAD,1.3341,09-02-2019
09-02-2019,AUD,1.4896,09-02-2019
09-02-2019,EUR,0.9117,09-02-2019
09-02-2019,GBP,0.828,09-02-2019
09-03-2019,USD,1,09-03-2019
09-03-2019,CAD,1.3374,09-03-2019
09-03-2019,AUD,1.4855,09-03-2019
09-03-2019,EUR,0.9143,09-03-2019
09-03-2019,GBP,0.831,09-03-2019
09-04-2019,USD,1,09-04-2019
09-04-2019,CAD,1.3323,09-04-2019
09-04-2019,AUD,1.4726,09-04-2019
09-04-2019,EUR,0.9076,09-04-2019
09-04-2019,GBP,0.8192,09-04-2019
09-05-2019,USD,1,09-05-2019
09-05-2019,CAD,1.3205,09-05-2019
09-05-2019,AUD,1.4659,09-05-2019
09-05-2019,EUR,0.9043,09-05-2019
09-05-2019,GBP,0.8101,09-05-2019
09-06-2019,USD,1,09-06-2019
09-06-2019,CAD,1.3225,09-06-2019
09-06-2019,AUD,1.4632,09-06-2019
09-06-2019,EUR,0.9069,09-06-2019
09-06-2019,GBP,0.8129,09-06-2019
09-07-2019,USD,1,09-07-2019
09-07-2019,CAD,1.3225,09-07-2019
09-07-2019,AUD,1.4632,09-07-2019
09-07-2019,EUR,0.9069,09-07-2019
09-07-2019,GBP,0.8129,09-07-2019
09-08-2019,USD,1,09-08-2019
09-08-2019,CAD,1.3225,09-08-2019
09-08-2019,AUD,1.4632,09-08-2019
09-08-2019,EUR,0.9069,09-08-2019
09-08-2019,GBP,0.8129,09-08-2019
09-09-2019,USD,1,09-09-2019
09-09-2019,CAD,1.3156,09-09-2019
09-09-2019,AUD,1.4562,09-09-2019
09-09-2019,EUR,0.9064,09-09-2019
09-09-2019,GBP,0.8092,09-09-2019
09-10-2019,USD,1,09-10-2019
09-10-2019,CAD,1.3167,09-10-2019
09-10-2019,AUD,1.4586,09-10-2019
09-10-2019,EUR,0.9058,09-10-2019
09-10-2019,GBP,0.8089,09-10-2019
09-11-2019,USD,1,09-11-2019
09-11-2019,CAD,1.3149,09-11-2019
09-11-2019,AUD,1.4561,09-11-2019
09-11-2019,EUR,0.9088,09-11-2019
09-11-2019,GBP,0.8101,09-11-2019
09-12-2019,USD,1,09-12-2019
09-12-2019,CAD,1.3197,09-12-2019
09-12-2019,AUD,1.4543,09-12-2019
09-12-2019,EUR,0.9122,09-12-2019
09-12-2019,GBP,0.8111,09-12-2019
13-09-2019,USD,1,13-09-2019
13-09-2019,CAD,1.3215,13-09-2019
13-09-2019,AUD,1.4533,13-09-2019
13-09-2019,EUR,0.9012,13-09-2019
13-09-2019,GBP,0.8029,13-09-2019
14-09-2019,USD,1,14-09-2019
14-09-2019,CAD,1.3215,14-09-2019
14-09-2019,AUD,1.4533,14-09-2019
14-09-2019,EUR,0.9012,14-09-2019
14-09-2019,GBP,0.8029,14-09-2019
15-09-2019,USD,1,15-09-2019
15-09-2019,CAD,1.3215,15-09-2019
15-09-2019,AUD,1.4533,15-09-2019
15-09-2019,EUR,0.9012,15-09-2019
15-09-2019,GBP,0.8029,15-09-2019
16-09-2019,USD,1,16-09-2019
16-09-2019,CAD,1.3253,16-09-2019
16-09-2019,AUD,1.4554,16-09-2019
16-09-2019,EUR,0.9065,16-09-2019
16-09-2019,GBP,0.8024,16-09-2019
17-09-2019,USD,1,17-09-2019
17-09-2019,CAD,1.326,17-09-2019
17-09-2019,AUD,1.4622,17-09-2019
17-09-2019,EUR,0.9069,17-09-2019
17-09-2019,GBP,0.8055,17-09-2019
18-09-2019,USD,1,18-09-2019
18-09-2019,CAD,1.325,18-09-2019
18-09-2019,AUD,1.4611,18-09-2019
18-09-2019,EUR,0.9047,18-09-2019
18-09-2019,GBP,0.8027,18-09-2019
19-09-2019,USD,1,19-09-2019
19-09-2019,CAD,1.327,19-09-2019
19-09-2019,AUD,1.472,19-09-2019
19-09-2019,EUR,0.9036,19-09-2019
19-09-2019,GBP,0.8018,19-09-2019
20-09-2019,USD,1,20-09-2019
20-09-2019,CAD,1.3269,20-09-2019
20-09-2019,AUD,1.4726,20-09-2019
20-09-2019,EUR,0.9066,20-09-2019
20-09-2019,GBP,0.7999,20-09-2019
21-09-2019,USD,1,21-09-2019
21-09-2019,CAD,1.3269,21-09-2019
21-09-2019,AUD,1.4726,21-09-2019
21-09-2019,EUR,0.9066,21-09-2019
21-09-2019,GBP,0.7999,21-09-2019
22-09-2019,USD,1,22-09-2019
22-09-2019,CAD,1.3269,22-09-2019
22-09-2019,AUD,1.4726,22-09-2019
22-09-2019,EUR,0.9066,22-09-2019
22-09-2019,GBP,0.7999,22-09-2019
23-09-2019,USD,1,23-09-2019
23-09-2019,CAD,1.3278,23-09-2019
23-09-2019,AUD,1.4769,23-09-2019
23-09-2019,EUR,0.9103,23-09-2019
23-09-2019,GBP,0.8042,23-09-2019
24-09-2019,USD,1,24-09-2019
24-09-2019,CAD,1.3256,24-09-2019
24-09-2019,AUD,1.4713,24-09-2019
24-09-2019,EUR,0.9088,24-09-2019
24-09-2019,GBP,0.8012,24-09-2019
25-09-2019,USD,1,25-09-2019
25-09-2019,CAD,1.3276,25-09-2019
25-09-2019,AUD,1.4784,25-09-2019
25-09-2019,EUR,0.9106,25-09-2019
25-09-2019,GBP,0.8074,25-09-2019
26-09-2019,USD,1,26-09-2019
26-09-2019,CAD,1.324,26-09-2019
26-09-2019,AUD,1.4776,26-09-2019
26-09-2019,EUR,0.9142,26-09-2019
26-09-2019,GBP,0.8092,26-09-2019
27-09-2019,USD,1,27-09-2019
27-09-2019,CAD,1.3254,27-09-2019
27-09-2019,AUD,1.4803,27-09-2019
27-09-2019,EUR,0.9145,27-09-2019
27-09-2019,GBP,0.8119,27-09-2019
28-09-2019,USD,1,28-09-2019
28-09-2019,CAD,1.3254,28-09-2019
28-09-2019,AUD,1.4803,28-09-2019
28-09-2019,EUR,0.9145,28-09-2019
28-09-2019,GBP,0.8119,28-09-2019
29-09-2019,USD,1,29-09-2019
29-09-2019,CAD,1.3254,29-09-2019
29-09-2019,AUD,1.4803,29-09-2019
29-09-2019,EUR,0.9145,29-09-2019
29-09-2019,GBP,0.8119,29-09-2019
30-09-2019,USD,1,30-09-2019
30-09-2019,CAD,1.3248,30-09-2019
30-09-2019,AUD,1.4809,30-09-2019
30-09-2019,EUR,0.9184,30-09-2019
30-09-2019,GBP,0.8134,30-09-2019
10-01-2019,USD,1,10-01-2019
10-01-2019,CAD,1.3274,10-01-2019
10-01-2019,AUD,1.4933,10-01-2019
